Time [Sec],Na23,Mg24,P31,S34,Ca44,Mn55,Sr88,Ba137,La139,Ce140,Pr141,Nd146,Eu153,Gd157,Dy163,Ho165,Er166
1314.0614,82776.7,50,120,180,640.01,80,100,0,30.61,200,0,0,0,0,0,0,0
1315.5615,82032.65,80,70,140,440.01,60,0,0,0,0,0,0,0,0,0,0,0
1317.0615,79680.07,30,70,120,560.01,50,0,0,0,0,0,0,0,0,0,0,0
1318.5615,80353.63,50,90,130,420.01,60,0,0,0,0,0,0,0,0,0,0,0
1320.0615,80615.02,50,60,160,520.01,90,0,0,0,0,0,0,0,0,0,0,0
1321.5615,82837.02,90,130,150,420.01,90,300,0,0,0,0,0,0,0,0,0,0
1323.0615,82756.59,40,90,90,360,50,0,0,0,0,0,0,0,0,0,0,0
1324.5615,79348.33,40,80,130,540.01,70,0,0,0,0,0,0,0,0,0,0,0
1326.0615,81087.55,30,130,160,520.01,100,300,80,61.22,0,30,10,0,0,0,0,0
1327.5615,81911.99,200,170,10603.76,460.01,60,0,0,0,0,0,0,0,0,0,0,0
1329.0615,80896.53,440.01,120,11004.05,500.01,70,0,0,10.2,0,0,0,0,0,0,0,0
1330.5616,82354.39,230,100,10833.92,360,100,200,10,10.2,0,10,0,0,0,0,0,0
1332.0616,81379.11,150,100,10513.69,320,170,0,10,10.2,0,0,20,0,0,0,0,0
1333.5616,83339.78,580.01,80,10323.56,400.01,290,400.01,40,10.2,200,40,0,0,0,0,0,0
1335.0616,84647.04,790.02,130,11594.49,440.01,200,100,10,20.41,100,0,10,0,0,0,0,10
1336.5618,83852.62,480.01,110,11264.24,420.01,140,200,0,10.2,0,0,0,0,0,0,0,0
1338.0618,83842.57,290,150,10954.01,460.01,30,0,0,20.41,0,0,20,0,0,0,0,0
1339.5618,84445.92,210,150,10493.68,500.01,110,0,0,306.13,0,0,0,0,0,0,0,0
1341.0618,84556.53,210,110,10663.8,520.01,110,0,10,0,0,0,10,0,0,0,0,0
1342.5618,85441.5,930.03,180,8432.38,1520.08,2250.17,3900.53,250,714.3,1800.12,260,200,40,30,10,10,0
1344.0618,85109.64,140209.62,130,6471.4,40475.07,18862.06,42863.61,110,1000.04,2400.21,330,340,40,70,60,20,0
1345.5618,85210.2,688191.86,160,400.01,79532.34,32676.17,137452.02,50,3061.56,5100.93,1020.04,570.01,70,90,120,80,80
1347.0619,85723.09,219863.18,690.02,200,114640.67,27695.99,154321.41,300,7532.65,19814.08,2840.29,2440.21,620.01,490.01,270,310,190
1348.5619,93660.12,76483.71,31072.17,310,146801.83,11524.5,209308.18,130,42851.45,134142.46,22167.63,16179.42,2480.22,1720.11,850.03,280,210
1350.0619,92985.97,840.02,25962.47,270,62933.03,1400.07,119593.9,0,33949.44,85461.22,12555.66,10433.92,980.03,930.03,550.01,330,260
1351.5619,87825.15,350,26553.5,200,58073.3,620.01,101254.26,0,31034.49,76609.98,12345.47,9233.07,1390.07,1000.04,520.01,390.01,200
1353.0619,87513.34,190,25852.28,180,55182.31,650.01,105182.23,20,37990.45,84052.69,13426.47,10223.76,1330.06,1100.04,580.01,330,170
1354.5619,87996.14,260,27705.58,160,56547.43,560.01,94508.71,0,35054.21,77112.74,13406.45,9943.56,1330.06,1070.04,650.02,420.01,230
1356.0619,89012.08,1730.1,29779.56,250,76757.81,930.03,116670.1,20,38676.01,86467.4,12785.87,10914.29,1630.1,1440.08,990.04,540.01,390.01
1357.5619,90430.49,770.02,32244.65,280,105775.26,1130.04,142904.64,50,47314.82,103281.28,18872.78,11895.09,1640.1,1460.08,920.03,670.02,490.01
1359.0619,89344.03,490.01,30631.27,140,15367.95,190,8702.63,0,602.05,400.01,330,160,40,0,10,0,0
1360.5619,85361.05,130,100,120,520.01,100,0,0,10.2,0,0,0,0,10,0,0,0
1362.062,84787.83,120,120,150,460.01,60,0,0,0,0,0,0,0,0,0,0,0
1363.562,83782.23,20,180,100,480.01,80,0,0,0,0,0,0,0,0,0,0,0
1365.062,82605.76,50,110,90,500.01,80,0,0,0,0,0,0,0,0,0,0,0
1366.562,82796.81,40,60,120,380,50,0,0,0,0,0,0,0,0,0,0,0
1368.062,82837.02,80,180,220,360,90,0,0,0,0,0,0,0,0,0,0,0
1369.562,84174.4,70,90,90,580.01,80,0,0,0,0,0,0,0,0,0,0,0
1371.062,82304.12,80,130,200,620.01,40,0,0,0,0,0,0,0,0,0,0,0
1372.562,82434.82,80,50,160,440.01,100,0,20,30.61,600.01,20,10,0,0,0,0,0
1374.062,83510.73,220,100,10893.97,440.01,120,100,20,0,0,0,40,0,0,0,0,0
1375.5623,86447.22,290,170,9823.22,460.01,120,200,40,30.61,0,0,10,0,0,0,0,0
1377.0623,84566.59,360,260,9432.97,620.01,220,100,50,61.22,100,10,0,0,0,0,0,0
1378.5623,84838.11,290,200,10263.52,420.01,110,0,20,30.61,0,0,0,0,0,0,0,0
1380.0623,84948.73,180,150,10873.95,320,150,200,10,51.02,0,10,0,0,0,0,0,0
1381.5623,86115.32,400.01,80,10313.55,480.01,350,200,10,40.82,0,0,10,0,10,0,10,0
1383.0623,84968.85,380,130,9753.18,560.01,110,300,20,0,0,10,0,0,0,0,0,0
1384.5623,87261.88,220,150,10033.36,420.01,110,200,10,20.41,0,0,0,0,0,0,0,0
1386.0623,85843.78,200,90,9783.2,500.01,100,200,30,20.41,0,0,20,0,0,0,0,0
1387.5623,86135.44,660.01,120,10083.4,460.01,70,0,3760.51,20.41,100,0,0,0,0,0,0,0
1389.0624,84797.88,270,460.01,9923.29,620.01,60,0,0,0,0,40,0,0,0,0,0,0
1390.5624,84657.09,3980.53,230,7711.99,1880.12,3380.39,3100.33,240,459.19,600.01,120,60,10,10,10,0,0
1392.0624,91325.86,286601.23,540.01,2740.25,88201.08,29619.72,106794.02,220,4306.79,10203.73,1190.05,1260.06,190,200,150,140,80
1393.5624,95028.65,30500.85,330,300,136282.3,18291.34,130992.31,40,12270.7,23620,3040.33,2120.16,290,190,160,160,80
1395.0624,100201.99,46351.22,410.01,290,142015.64,18161.18,197949.47,210,9217.33,15108.19,1880.13,1500.08,220,200,180,140,130
1396.5624,87151.25,29328.53,3800.48,180,110046.12,14987.61,203120.63,680.02,12944.78,31335.19,5771.19,5581.12,950.03,700.02,510.01,190,300
1398.0624,97202.44,30791.44,20594.14,240,96713.82,11814.73,150683.23,460.01,30686.79,77313.85,12765.85,11835.04,1510.08,1160.05,610.01,410.01,280
1399.5624,95441.24,13696.22,18591.52,280,96754.08,8092.22,80825.9,200,25799.35,63946.37,7772.17,7011.77,930.03,720.02,310,200,230
1401.0624,86135.44,15738.22,12915.56,340,79311.17,6771.55,113545.3,80,17940.1,42865.82,5751.19,4540.74,600.01,490.01,380.01,150,110
1402.5624,85300.71,18180.97,4650.72,200,73802.89,13406.09,94005.43,380.01,14272.61,33239.59,4860.85,3970.57,720.02,500.01,330,270,230
1404.0625,97222.57,19202.23,17059.7,240,91762.56,7501.91,148662.42,90,25717.57,67161.43,9413.18,8982.91,1090.04,910.03,530.01,260,220
1405.5625,138584.24,18431.27,14236.76,130,19973.42,1030.04,18011.24,0,500.01,11204.5,160,80,0,10,0,0,0
1407.0625,84999.01,150,80,170,420.01,60,200,0,0,0,0,0,0,0,0,0,0
1408.5625,85159.92,80,180,240,300,110,0,0,0,0,0,0,0,0,0,0,0
1410.0625,84083.9,50,80,140,560.01,50,0,0,0,0,0,0,0,0,0,0,0
1411.5625,84476.08,60,90,190,680.02,100,0,0,0,0,0,0,0,0,0,10,0
1413.0625,86266.18,80,80,230,260,70,0,0,0,0,0,0,0,0,0,0,0
1414.5625,86437.16,80,140,200,580.01,60,0,0,0,0,0,0,0,0,0,0,0
1416.0625,85461.62,110,90,200,540.01,50,0,0,0,0,0,0,0,0,0,0,0
1417.5625,86044.92,20,120,140,420.01,70,0,0,0,0,0,0,0,0,0,0,0
1419.0627,86839.46,110,80,160,440.01,80,0,0,0,0,0,0,0,0,0,0,0
1420.5627,86477.39,90,90,190,400.01,70,0,0,0,0,0,0,0,0,0,0,0
1422.0627,84687.26,40,90,160,280,60,0,0,0,0,0,0,0,0,0,0,0
1423.5627,85582.3,10,180,130,620.01,20,0,0,0,0,0,0,0,0,0,0,0
1425.0627,85702.98,10,120,210,680.02,120,0,0,0,0,0,0,0,0,0,0,0
1426.5627,82816.91,50,80,130,480.01,90,0,0,0,0,0,0,0,0,0,0,0
1428.0627,83530.84,70,70,90,300,50,0,0,0,0,0,0,0,0,0,0,0
1429.5627,83098.46,50,70,210,440.01,110,0,0,0,0,0,0,0,0,0,0,0
1431.0627,82756.59,40,100,160,540.01,120,0,0,0,0,0,0,0,0,0,0,0
1432.5629,85381.16,40,50,160,320,30,0,0,0,0,0,0,0,0,0,0,0
1434.0629,85552.13,70,70,170,380,50,0,0,0,0,0,0,0,0,0,0,0
1435.5629,85813.61,70,150,210,380,60,0,0,0,0,0,0,0,0,0,0,0
1437.0629,84536.42,50,40,170,500.01,80,0,0,0,0,0,0,0,0,0,0,0
1438.5629,82847.08,50,120,220,440.01,70,0,0,0,0,0,0,0,0,0,0,0
1440.0629,81911.99,70,100,230,520.01,80,0,0,0,0,0,0,0,0,0,0,0
1441.5629,84395.63,94958.42,70,210,460.01,110,0,0,0,0,0,0,0,0,0,0,0
1443.0629,84325.24,70,100,110,460.01,40,0,0,0,0,0,0,0,0,0,0,0
1444.5629,83108.51,50,40,170,320,60,0,0,0,0,0,0,0,0,0,0,0
1446.063,82565.55,80,110,150,480.01,60,0,0,0,0,0,0,0,0,0,0,10
1447.563,84566.59,20,160,240,500.01,90,0,0,0,0,0,0,0,0,0,0,0
1449.063,83611.29,30,100,130,540.01,60,0,0,0,0,0,0,0,0,0,0,0
1450.563,83691.73,50,60,150,540.01,100,0,0,0,0,0,0,0,0,0,0,0
1452.063,84063.79,70,90,180,500.01,80,0,0,0,0,0,0,0,0,0,0,0
1453.563,80705.51,60,150,90,380,110,0,0,0,0,0,0,0,0,0,0,0
1455.063,85381.16,70,160,170,520.01,70,0,0,0,0,0,0,0,0,0,0,0
1456.563,82987.85,70,130,140,420.01,40,0,0,0,0,0,0,0,0,10,0,0
1458.063,84476.08,50,50,150,460.01,100,0,0,0,0,0,0,0,0,0,0,0
1459.5631,83742,50,70,190,500.01,100,0,0,0,0,0,0,0,0,0,0,0
1461.0631,85461.62,50,100,90,300,70,0,0,0,0,0,0,0,0,0,0,0
1462.5631,83711.83,100,110,140,580.01,100,0,0,0,0,0,0,0,0,0,0,0
1464.0631,85069.41,90,70,60,520.01,110,0,0,0,0,0,0,0,0,0,0,0
1465.5631,83571.05,70,110,90,320,90,0,0,0,0,0,0,0,0,0,0,0
1467.0631,84526.37,40,80,140,600.01,40,0,0,0,0,0,0,0,0,0,0,0
1468.5631,84295.08,60,140,160,380,60,0,0,0,0,0,0,0,0,0,0,0
1470.0631,82585.65,40,60,200,420.01,150,0,0,0,0,0,0,0,0,0,0,0
1471.5631,83500.67,80,70,150,620.01,80,0,0,0,0,0,0,0,0,0,0,0
1473.0631,85270.54,70,50,260,520.01,50,0,0,0,0,0,0,0,0,0,0,0
1474.5634,85129.74,90,50,110,340,80,0,0,0,0,0,0,0,0,0,0,0
1476.0634,83470.51,60,140,220,420.01,60,0,0,0,0,0,0,0,0,0,0,0
1477.5634,84365.47,50,50,160,540.01,110,0,0,0,0,0,0,0,0,0,0,0
1479.0634,82625.87,100,120,220,300,100,0,0,0,0,0,0,0,0,0,0,0
1480.5634,83058.23,100,120,90,460.01,50,0,0,0,0,0,0,0,0,0,0,0
1482.0634,82686.2,20,100,150,300,70,0,0,0,0,0,0,0,0,0,0,0
1483.5634,83973.29,70,80,170,460.01,70,0,0,0,0,0,10,0,0,0,0,0
1485.0634,81077.49,20,120,140,440.01,110,0,0,0,0,0,0,0,0,0,0,0
1486.5634,85642.65,50,100,200,280,60,0,0,0,0,0,0,0,0,0,0,0
1488.0634,82666.08,80,120,170,560.01,140,0,0,0,0,0,0,0,0,0,0,0
1489.5635,85954.4,60,70,220,540.01,50,0,0,0,0,0,0,0,0,0,0,0
1491.0635,85833.72,90,80,70,400.01,80,0,0,0,0,0,0,0,0,0,0,0
1492.5635,84576.65,60,110,130,540.01,50,0,0,0,0,0,0,0,0,0,0,0
1494.0635,82223.68,60,90,240,620.01,50,0,0,0,0,0,0,0,0,0,0,0
1495.5635,85180.03,60,100,100,480.01,30,0,0,0,0,0,0,0,0,0,0,0
1497.0635,84425.8,40,80,230,360,40,0,0,0,0,0,0,0,0,0,0,0
1498.5635,84606.82,50,110,190,540.01,60,0,0,0,0,0,0,0,0,0,0,0
1500.0635,82645.98,60,70,80,440.01,50,0,0,0,0,0,0,0,0,0,0,0
1501.5635,83400.12,70,110,140,320,90,0,0,0,0,0,0,0,0,0,0,0
1503.0636,82816.91,70,130,120,420.01,90,0,0,0,0,0,0,0,0,0,10,0
1504.5636,84435.86,40,140,110,360,70,0,0,0,0,0,0,0,0,0,0,0
1506.0636,81409.28,10,170,180,500.01,70,0,0,0,0,0,0,0,0,0,0,0
1507.5636,83500.67,80,100,100,500.01,70,0,0,0,0,0,0,0,0,0,0,0
1509.0636,82937.58,90,50,110,420.01,40,0,0,0,0,0,0,0,0,0,0,0
1510.5636,84988.95,100,100,160,440.01,100,0,0,0,0,0,0,0,0,0,0,0
1512.0636,82796.81,50,60,130,480.01,90,0,0,0,0,0,0,0,0,0,0,0
1513.5636,82354.39,70,130,180,280,50,0,0,0,0,0,0,0,0,0,0,0
1515.0636,83953.17,60,140,190,280,90,0,0,0,0,0,0,0,0,0,0,0
1516.5638,86135.44,40,120,160,560.01,70,0,0,0,0,0,0,0,0,0,0,0
1518.0638,84083.9,30,130,140,400.01,100,0,0,0,0,0,0,0,0,0,0,0
1519.5638,83772.18,40,90,120,500.01,90,0,0,0,0,0,0,0,0,0,0,0
1521.0638,86286.3,30,90,130,280,90,0,0,0,0,0,0,0,0,0,0,0
1522.5638,81811.44,90,70,160,380,60,0,0,0,0,0,0,0,0,0,0,0
1524.0638,82223.68,90,100,230,580.01,50,0,0,0,0,0,0,0,0,0,0,0
1525.5638,84355.41,40,60,180,300,80,0,0,0,0,0,0,0,0,0,0,0
1527.0638,84305.14,30,90,100,380,130,0,0,0,0,0,0,0,0,0,0,0
1528.5638,83611.29,70,80,120,580.01,60,0,0,0,0,0,0,0,0,0,0,0
1530.064,81942.16,100,100,180,420.01,90,0,0,0,0,0,0,0,0,0,0,0
1531.564,82977.79,80,110,180,500.01,70,0,0,0,0,0,0,0,0,0,0,0
1533.064,83178.9,40,80,180,360,90,0,0,0,0,0,0,0,0,0,0,0
1534.564,82515.26,80,100,140,500.01,0,0,0,0,0,0,0,0,0,0,0,0
1536.064,85330.88,30,80,180,520.01,110,0,0,0,0,0,0,0,0,0,0,0
1537.564,83530.84,90,120,90,420.01,80,0,0,10.2,0,0,0,0,0,0,0,0
1539.064,81861.72,60,90,120,300,50,0,0,0,0,0,0,0,0,0,0,0
1540.564,81942.16,120,170,160,420.01,70,0,0,0,0,0,0,0,0,0,0,0
1542.064,84506.25,50,110,110,400.01,50,0,0,0,0,0,0,0,0,0,0,0
1543.564,85190.09,30,50,100,420.01,80,0,0,0,0,0,0,0,0,0,0,0
1545.0641,83460.45,60,100,70,440.01,80,0,0,0,0,0,0,0,0,0,0,0
1546.5641,83591.17,30,90,90,360,70,0,0,0,0,0,0,0,0,0,0,0
1548.0641,82786.75,70,130,80,500.01,110,0,0,0,0,0,0,0,0,0,0,0
1549.5641,82434.82,60,80,140,420.01,40,0,0,0,0,0,0,0,0,0,0,0
1551.0641,85129.74,50,170,220,360,60,0,0,0,0,0,0,0,0,0,0,0
1552.5641,83108.51,50,60,120,420.01,110,0,0,0,0,0,0,0,0,0,0,0
1554.0641,84003.46,60,110,110,440.01,90,0,0,0,0,0,0,0,0,0,0,0
1555.5641,83158.79,40,80,120,600.01,30,100,0,0,0,0,0,0,0,0,0,0
1557.0641,83239.24,30,50,100,520.01,70,0,0,0,0,0,0,0,0,0,0,0
1558.5641,84365.47,70,120,150,420.01,80,0,0,0,0,0,0,0,0,0,0,0
1560.0643,82736.47,60,90,220,320,60,0,0,0,0,0,0,0,0,0,0,0
1561.5643,85300.71,60,80,140,420.01,100,0,0,0,0,0,0,0,0,0,0,0
1563.0643,83219.12,40,70,160,360,80,0,0,0,0,0,0,0,0,0,0,0
1564.5643,84134.18,70,90,130,480.01,70,0,0,0,0,0,0,0,0,0,10,0
1566.0643,83359.89,20,50,130,520.01,80,0,0,0,0,0,0,0,0,0,0,0
1567.5643,84737.55,90,100,130,380,30,0,0,0,0,0,0,0,0,0,0,0
1569.0643,84124.12,80,60,150,500.01,80,0,0,0,0,0,0,0,0,0,0,0
1570.5643,83822.45,90,40,130,420.01,90,0,0,0,0,0,0,0,0,0,0,0
1572.0643,83963.23,100,160,140,360,60,0,0,0,0,0,0,0,0,0,0,0
1573.5645,83832.51,50,90,150,560.01,60,0,0,0,0,0,0,0,0,0,0,10
1575.0645,81952.21,90,110,170,260,80,0,0,0,0,0,0,0,0,0,0,0
1576.5645,82002.48,40,100,90,380,70,0,0,0,0,0,0,0,0,0,0,0
1578.0645,82233.73,70,50,180,360,90,0,0,0,0,0,0,0,0,0,0,0
1579.5645,84878.34,80,80,140,600.01,100,0,0,0,0,0,0,0,0,0,0,0
1581.0645,84124.12,90,140,130,460.01,110,0,0,0,0,0,0,0,0,0,0,0
1582.5645,84174.4,70,120,90,340,30,0,0,0,0,0,0,0,0,0,0,0
1584.0645,83048.18,90,80,110,360,70,0,0,0,0,0,0,0,0,0,0,0
1585.5645,83762.12,90,60,130,540.01,60,0,0,0,0,0,0,0,0,0,0,0
1587.0646,83239.24,60,70,190,520.01,100,0,0,0,0,0,0,0,0,0,0,0
1588.5646,83400.12,50,60,90,460.01,60,0,0,0,0,0,0,0,0,0,0,0
1590.0646,83339.78,60,70,240,440.01,90,0,0,0,0,0,0,0,0,0,0,0
1591.5646,85190.09,60,100,170,580.01,40,0,0,0,0,0,0,0,0,0,0,0
1593.0646,81268.52,70,70,130,600.01,100,100,0,0,0,0,0,0,0,0,0,0
1594.5646,82113.07,50,80,80,320,120,0,0,0,0,0,0,0,0,0,0,0
1596.0646,81781.28,40,50,180,280,60,0,0,0,0,0,0,0,0,0,0,0
1597.5646,82163.35,60,80,170,500.01,70,0,0,0,0,0,0,0,0,0,0,0
1599.0646,82454.94,50,80,120,520.01,110,0,0,0,0,0,0,0,0,0,0,0
1600.5648,83400.12,80,170,240,500.01,110,0,0,0,0,0,0,10,0,0,0,10
1602.0648,83128.62,90,140,130,500.01,50,0,0,0,0,0,0,0,0,0,0,0
1603.5648,83299.56,50,80,150,360,40,0,0,0,0,0,0,0,0,0,0,0
1605.0648,82263.9,110,80,140,340,70,0,0,0,0,0,0,0,0,0,0,0
1606.5648,84918.56,110,100,110,280,90,0,0,0,0,0,0,0,0,0,0,0
1608.0648,82756.59,50,40,150,500.01,80,0,0,0,0,0,0,0,0,0,0,0
1609.5648,82625.87,50,80,130,520.01,100,0,0,0,0,0,0,0,0,0,0,0
1611.0648,80082.2,70,90,190,560.01,70,0,0,0,0,0,0,0,0,0,0,0
1612.5648,81017.17,70,80,110,340,100,0,0,0,0,0,0,0,0,0,0,0
1614.0648,84043.68,80,80,100,400.01,70,0,0,0,0,0,0,0,0,0,0,0
1615.5649,82495.16,70,160,130,300,70,0,0,0,0,0,0,0,0,0,0,0
1617.0649,83158.79,50,130,100,360,60,0,0,0,0,0,0,0,0,0,0,0
1618.5649,83571.05,40,100,110,600.01,50,0,0,0,0,0,0,0,0,0,0,0
1620.0649,84687.26,130,50,120,440.01,90,0,0,0,0,0,0,0,0,0,0,0
1621.5649,80514.49,30,110,130,440.01,70,0,0,0,0,0,0,10,0,0,0,0
1623.0649,80232.99,100,130,150,600.01,60,0,0,0,0,0,0,0,0,0,0,0
1624.5649,82223.68,60,80,100,500.01,70,0,0,0,0,0,0,0,0,0,0,0
1626.0649,82414.72,50,130,170,640.01,80,0,0,0,0,0,0,0,0,0,0,0
1627.5649,82223.68,60,70,180,460.01,80,0,0,0,0,0,0,0,0,0,0,0
1629.0649,83550.95,80,110,180,540.01,70,0,0,0,0,0,0,0,0,0,0,0
1630.5651,84767.71,70,180,150,400.01,80,0,0,0,0,0,0,0,0,0,0,0
1632.0651,84868.28,70,120,130,480.01,110,0,0,0,0,0,0,0,0,0,0,0
1633.5651,83902.9,50,100,80,600.01,30,0,0,0,0,0,0,0,0,0,0,0
1635.0651,85119.7,90,100,150,220,90,0,0,0,0,0,0,0,0,0,0,0
1636.5651,82907.41,60,130,120,440.01,20,0,0,0,0,0,0,0,0,0,0,0
1638.0651,81529.93,50,120,100,440.01,40,0,0,0,0,0,0,0,0,0,0,0
1639.5651,84405.69,60,100,190,440.01,90,0,0,0,0,0,0,0,0,0,0,0
1641.0651,81871.77,80,140,100,260,40,0,0,0,0,0,0,0,0,0,0,0
1642.5651,82967.73,30,150,70,740.02,80,0,0,0,0,0,0,0,0,0,0,0
1644.0652,82183.46,110,60,80,460.01,60,0,0,0,0,0,0,0,0,0,0,0
1645.5652,82002.48,50,110,100,440.01,40,0,0,0,0,0,0,0,0,0,0,0
1647.0652,83550.95,100,70,150,260,60,0,0,0,0,0,0,0,0,0,0,0
1648.5652,82917.47,50,140,160,500.01,90,0,0,0,0,0,0,0,0,0,0,0
1650.0652,81077.49,100,90,110,280,80,0,0,0,0,0,0,0,0,0,0,0
1651.5652,82253.85,90,120,100,360,40,0,0,0,0,0,0,0,0,0,0,0
1653.0652,82022.59,80,40,150,480.01,60,0,0,0,0,0,0,0,0,0,0,0
1654.5652,83309.62,40,160,140,340,80,0,0,0,0,0,0,0,0,0,0,0
1656.0652,84013.5,70,110,100,380,50,0,0,0,0,0,0,0,0,0,0,0
1657.5654,84466.03,50,50,140,400.01,40,0,0,0,0,0,0,0,0,0,0,0
1659.0654,83078.35,90,120,170,540.01,40,0,0,0,0,0,0,0,0,0,0,0
1660.5654,86477.39,110,90,130,540.01,70,0,0,0,0,0,0,0,0,0,0,0
1662.0654,82163.35,100,60,130,480.01,60,0,0,0,0,0,0,0,0,0,0,0
1663.5654,84043.68,50,60,150,520.01,40,0,0,0,0,0,0,0,0,0,0,0
1665.0654,83390.06,80,80,160,640.01,150,0,0,0,0,0,0,0,0,0,0,0
1666.5654,84194.51,110,100,150,400.01,80,0,0,0,0,0,0,0,0,0,0,0
1668.0654,83138.68,60,40,170,380,10,0,0,0,0,0,0,0,0,0,0,0
1669.5654,82937.58,50,190,100,480.01,50,0,0,0,0,0,0,0,0,0,0,0
1671.0656,83309.62,50,100,120,440.01,90,0,0,0,0,0,0,0,0,0,0,0
1672.5656,80987.01,40,90,150,480.01,60,0,0,0,0,0,0,0,0,0,0,0
1674.0656,83098.46,40,70,100,400.01,80,0,0,0,0,0,0,0,0,0,0,0
1675.5656,82424.77,70,90,70,240,80,0,0,0,0,0,0,0,0,0,0,0
1677.0656,83440.34,60,110,110,620.01,90,0,0,0,0,0,0,0,0,0,0,0
1678.5656,83028.07,50,100,200,440.01,80,0,0,0,0,0,0,0,0,0,0,0
1680.0656,85200.15,70,70,120,380,60,0,0,0,0,0,0,0,0,0,0,0
1681.5656,83209.06,60,60,240,420.01,70,0,0,0,0,0,0,0,0,0,0,0
1683.0656,85079.46,80,80,150,400.01,60,0,0,0,0,0,0,0,0,0,0,0
1684.5656,83721.89,50,130,80,400.01,50,0,0,0,0,0,0,0,0,0,0,0
1686.0657,83028.07,90,50,200,300,80,0,0,0,0,0,0,0,0,0,0,0
1687.5657,83752.06,30,40,100,460.01,60,0,0,0,0,0,0,0,0,0,0,0
1689.0657,82867.19,20,160,80,340,90,0,0,0,0,0,0,0,0,0,0,0
1690.5657,84174.4,50,140,110,320,50,0,0,0,0,0,0,0,0,0,0,0
1692.0657,81801.39,50,60,200,520.01,50,100,0,0,0,0,0,0,0,0,0,0
1693.5657,79830.87,40,70,150,640.01,20,0,0,0,0,0,0,0,0,0,0,0
1695.0657,82233.73,60,60,140,400.01,40,0,0,0,0,0,0,0,0,0,0,0
1696.5657,84053.74,60,100,70,420.01,80,0,0,0,0,0,0,0,10,0,0,0
1698.0657,84234.74,100,110,110,420.01,30,0,0,0,0,0,0,0,0,0,0,0
1699.5657,83802.33,40,50,180,400.01,70,0,0,0,0,0,0,0,0,0,0,0
1701.0659,80705.51,30,80,140,420.01,70,0,0,0,0,0,0,0,0,0,0,0
1702.5659,83349.84,80,90,90,440.01,100,0,0,0,0,0,0,0,10,0,0,0
1704.0659,83309.62,70,120,130,420.01,60,0,0,0,0,0,0,0,0,0,0,0
1705.5659,81228.3,110,120,110,320,110,0,0,0,0,0,0,0,0,0,0,0
1707.0659,83209.06,110,70,100,580.01,110,0,0,0,0,0,0,0,0,0,0,0
1708.5659,82113.07,60,100,130,620.01,100,0,0,0,0,0,0,0,0,0,0,0
1710.0659,83148.74,70,90,130,300,110,0,0,0,0,0,0,0,0,0,0,0
1711.5659,82565.55,10,110,190,260,30,0,0,0,0,0,0,0,0,0,0,0
1713.0659,82243.79,40,130,120,400.01,70,0,0,0,0,0,0,0,0,0,0,0
1714.566,83530.84,40,60,180,440.01,80,0,0,0,0,0,0,0,0,0,0,0
1716.066,83440.34,70,160,60,660.01,40,0,0,0,0,10,0,0,0,0,0,0
1717.566,82153.3,90,140,130,400.01,70,0,0,0,0,0,0,0,0,0,0,0
1719.066,83188.95,60,100,150,560.01,110,0,0,0,0,0,0,0,0,0,0,0
1720.566,83852.62,20,100,120,520.01,60,0,0,0,0,0,0,0,0,0,0,0
1722.066,82605.76,90,50,90,440.01,60,0,0,0,0,0,0,0,0,0,0,0
1723.566,84385.57,50,90,190,320,20,0,0,0,0,0,0,0,0,0,0,0
1725.066,80946.8,20,50,80,400.01,70,0,0,0,0,0,0,0,0,0,0,0
1726.566,82967.73,50,120,80,260,120,0,0,0,0,0,0,0,0,0,0,0
1728.0662,83782.23,90,50,90,680.02,100,0,0,0,0,0,0,0,0,0,0,0
1729.5662,80645.18,50,80,70,560.01,90,0,0,0,0,0,0,0,0,0,0,0
1731.0662,83641.44,50,150,180,400.01,40,0,0,0,0,0,0,0,0,0,0,0
1732.5662,81188.08,100,100,130,380,80,0,0,0,0,0,0,0,0,0,0,0
1734.0662,82052.75,60,80,60,500.01,90,0,0,0,0,0,0,0,0,0,0,0
1735.5662,83762.12,60,70,110,240,40,0,0,0,0,0,0,0,0,0,0,0
1737.0662,84516.31,90,80,90,380,100,0,0,0,0,0,0,0,0,0,0,0
1738.5662,83731.94,70,40,90,500.01,50,0,0,0,0,0,0,0,0,0,0,0
1740.0662,84938.67,50,50,90,560.01,110,0,0,0,0,0,0,0,0,0,0,0
1741.5664,84244.79,80,110,110,560.01,70,0,0,0,0,0,0,0,0,0,0,0
1743.0664,81278.57,50,90,80,560.01,70,0,0,0,0,0,0,0,0,0,0,0
1744.5664,83480.56,30,110,140,520.01,60,0,0,0,0,0,0,0,0,0,0,0
1746.0664,83550.95,50,100,90,440.01,110,0,0,0,0,0,0,0,0,0,0,0
1747.5664,83118.57,80,80,100,360,110,0,0,0,0,0,0,0,0,0,0,0
1749.0664,82495.16,40,80,80,440.01,100,0,0,0,0,0,0,0,0,0,0,0
1750.5664,83490.61,60,90,90,340,90,0,0,0,0,0,0,0,0,0,0,0
1752.0664,83390.06,70,80,120,380,60,0,0,0,0,0,0,0,0,0,0,0
1753.5664,81479.66,80,100,80,400.01,90,0,0,0,0,0,0,0,0,0,0,0
1755.0664,82243.79,40,100,100,420.01,120,0,0,0,0,0,0,0,0,0,0,0
1756.5665,84274.96,40,100,100,380,100,0,0,0,0,0,0,0,0,0,0,0
