Time [Sec],Na23,Mg24,P31,S34,Ca44,Mn55,Sr88,Ba137,La139,Ce140,Pr141,Nd146,Eu153,Gd157,Dy163,Ho165,Er166
676.5542,72775.28,35952.86,5390.97,70,146781.63,20444.16,267763.26,130,7450.97,17811.37,3340.4,2350.2,490.01,320,310,350,220
678.0542,74634.34,21525.37,18291.15,60,111980.5,7391.85,165848.32,50,38184.86,86668.64,15909.08,13496.56,1790.12,1290.06,460.01,90,60
679.5542,72192.49,150,810.02,100,2980.3,120,700.02,0,142.86,300,10,10,0,0,0,0,10
681.0543,73116.93,50,120,110,600.01,70,0,0,0,0,0,10,0,0,0,0,0
682.5543,72031.72,30,60,100,620.01,100,0,0,0,0,0,0,0,0,0,0,0
684.0543,72092.01,30,90,120,760.02,50,0,0,0,0,0,0,0,0,0,0,0
685.5543,73498.78,10,110,110,480.01,80,0,0,0,0,0,0,0,0,0,0,0
687.0544,71609.72,110,90,70,640.01,60,0,0,0,0,0,0,0,0,0,0,0
688.5544,74162.02,50,110,180,440.01,70,0,0,0,0,0,0,0,0,0,0,0
690.0544,71599.67,50,90,140,480.01,40,0,0,0,0,0,0,0,0,0,0,0
691.5544,73086.78,80,70,60,600.01,90,0,0,0,0,0,0,0,0,0,30,80
693.0544,81097.6,32525.08,1000.03,170,103720.86,20974.91,141288.83,340,11770.27,31234.96,4810.83,5050.92,840.03,530.01,460.01,290,330
694.5544,83400.12,57168.3,200,190,163474.61,26213.28,309996.81,240,18920.99,42966.13,6251.4,5401.05,740.02,490.01,380.01,200,340
696.0544,78212.42,39892.76,110,80,157247.93,24610.52,356554.5,240,25789.13,61435.11,7121.82,4460.72,610.01,370,360,210,120
697.5544,75518.73,52661.91,220,80,87034.23,12925.66,127763.54,290,7338.66,17611.12,1990.14,1230.05,190,90,50,50,10
699.0544,77488.69,15067.53,400.01,130,107648.65,16329.04,47979.69,120,15110.22,37349.98,6751.64,4700.8,840.03,600.01,350,230,250
700.5546,93740.61,27304.73,390.01,140,112665.64,19192.48,141288.83,430.01,13761.89,36547.86,4700.79,3610.47,580.01,420.01,290,290,160
702.0546,76563.98,46672.2,1840.11,120,173972.83,22346.92,240183.84,120,21567.68,56413.94,9002.91,8022.32,1060.04,1030.04,620.01,350,210
703.5546,78885.91,9893.25,22496.87,100,111234.93,5951.2,144823.65,80,30737.92,75705.06,13486.53,11124.46,1750.11,1290.06,610.01,380.01,240
705.0546,77619.36,1020.03,35191.26,130,80075.25,1090.04,141490.8,80,35872.61,82946.1,11885.07,9773.44,1370.07,1050.04,670.02,430.01,190
706.5546,78413.46,670.01,35261.43,220,87195.16,1370.06,151592.69,110,36864.99,83650.29,14177.21,10824.22,1230.05,970.03,590.01,520.01,230
708.0546,81037.28,710.02,32485.17,120,91521.07,980.03,134019.94,30,36015.84,86064.92,12595.69,9793.45,1450.08,1180.05,600.01,420.01,200
709.5546,78423.51,680.02,34569.82,110,77340.82,1150.04,138259.68,90,33734.63,80733.16,13176.23,9573.3,1290.06,1050.04,620.01,380.01,280
711.0546,78011.38,980.03,32605.43,110,85746.78,1060.04,136644.4,100,31699.25,87976.8,12735.82,10223.76,1470.08,1010.04,560.01,260,240
712.5546,76182.05,1000.03,33076.46,170,78949.24,1350.06,135634.93,130,32885.67,73493.27,12055.21,9413.19,1230.05,1050.04,580.01,310,210
714.0546,77378.12,980.03,32645.51,100,73822.99,1240.05,131496.87,80,35350.87,81336.65,13306.35,10393.89,1340.06,920.03,680.02,310,270
715.5547,78775.33,760.02,31382.82,70,80919.81,1270.05,137250.11,70,32681.11,78218.88,12035.2,9032.94,1450.08,960.03,480.01,250,210
717.0547,76584.09,970.03,32595.4,80,73139.62,1180.05,129781.44,100,30911.77,79928.54,12675.77,9343.14,1170.05,1150.05,860.03,390.01,180
718.5547,79458.91,980.03,34650.01,140,75672.25,1300.06,146742.91,80,35483.86,85058.77,13636.67,11274.58,1410.07,1260.06,880.03,390.01,220
720.0547,77448.49,790.02,34479.61,100,84016.93,1340.06,139067.4,70,42790.04,115879.75,16249.47,13536.6,1540.09,1440.08,760.02,420.01,330
721.5547,77669.62,1980.13,29038.1,150,77742.91,3030.31,144419.63,190,32967.49,81537.83,11925.1,10584.03,1110.04,700.02,440.01,220,140
723.0548,75297.63,20393.8,1920.12,70,112423.83,16439.16,125039.81,80,2296.11,11704.91,1480.08,1490.08,270,370,350,190,280
724.5548,72061.86,15658.14,1050.04,70,99693.42,12775.53,124333.74,50,6613.81,24721.91,4180.63,4680.79,760.02,240,60,30,0
726.0548,72323.11,220,240,90,800.02,100,500.01,0,10.2,200,0,10,0,0,0,0,10
727.5548,72564.27,100,180,100,780.02,60,0,0,0,0,0,0,0,0,0,0,0
729.0549,74865.48,100,180,110,760.02,70,0,0,0,0,0,0,0,0,0,0,0
730.5549,73448.53,40,160,150,560.01,20,0,0,0,0,0,0,0,0,0,0,0
732.0549,74071.58,70,180,140,460.01,80,0,0,0,0,0,0,0,0,0,0,0
733.5549,72453.73,30,80,110,520.01,40,0,0,0,0,0,0,0,0,0,0,0
735.0549,71860.91,80,110,100,380,40,0,0,0,0,0,0,0,0,0,0,0
736.5549,70574.86,70,120,160,360,80,0,0,0,0,70,760.02,470.01,420.01,430.01,280,240
738.0549,73478.68,48257.19,350,180,169764.57,24710.69,286314.61,600.01,15334.96,46577.7,5561.11,4570.75,640.01,620.01,470.01,330,340
739.5549,125591.11,35501.79,240,90,147569.38,22086.53,264503.94,170,20882.97,35445.02,4970.89,3560.46,640.01,420.01,180,100,60
741.0549,85692.93,17780.49,230,90,183405.29,20704.53,68160.72,80,14180.68,22818.67,4480.72,3050.34,470.01,470.01,260,150,160
742.5549,88981.9,83219.29,590.01,130,149145,19933.47,179206.73,110,20423.11,44069.57,6721.62,4440.71,680.02,590.01,380.01,270,170
744.055,75870.49,53665.44,270,100,193714.92,23338.46,176675.79,180,14047.89,33239.59,5060.92,4900.86,820.02,640.01,560.01,330,210
745.555,79891.19,22346.56,24650.25,130,110449.1,7822.07,168478.54,50,40722.63,97540.13,15568.7,12926.01,1780.11,1360.07,830.03,430.01,360
747.055,80926.69,1060.04,31513.09,110,76617.08,2010.14,142904.64,120,36414.83,91398.71,13746.78,11064.41,1530.08,1300.06,610.01,400.01,180
748.555,76574.03,930.03,33347.06,230,82548.73,1210.05,146742.91,80,31903.8,84052.69,12165.31,9183.04,1380.07,920.03,480.01,370,210
750.055,80182.73,1020.03,32214.58,80,80577.96,1250.05,124838.08,150,33836.92,88580.61,12956.02,9393.18,960.03,880.03,410.01,290,180
751.5551,79438.8,600.01,33547.5,100,71210.28,1070.04,133414.36,60,33468.68,83449.08,12885.96,9903.53,1520.08,1190.05,650.02,330,160
753.0551,79539.33,820.02,33286.92,120,80799.15,1220.05,131900.53,60,32701.56,87674.9,12475.58,9803.46,1510.08,1160.05,850.03,470.01,350
754.5551,79428.75,930.03,31893.9,70,73963.68,1240.05,115158.02,90,33315.26,84253.91,12215.35,9913.54,1430.07,1030.04,610.01,400.01,350
756.0551,78232.52,800.02,31573.22,120,72315.6,1370.06,120098.07,150,31648.11,77917.2,12315.44,9333.14,1420.07,1100.04,890.03,300,190
757.5552,79659.96,900.03,31442.95,120,71652.4,1670.09,115762.83,80,35176.96,89587.01,13036.1,9263.09,1290.06,1270.06,830.03,340,100
759.0552,76212.21,1020.03,33347.06,100,72496.48,1300.06,127965.31,90,33969.89,76408.88,12765.85,9533.27,1390.07,1200.05,640.01,360,230
760.5552,76282.56,960.03,28827.7,60,72215.11,1390.07,114351.64,80,31269.71,89888.94,11594.82,9573.3,1150.05,890.03,560.01,470.01,190
762.0552,79569.49,840.02,31553.18,70,75491.34,1510.08,133717.15,110,34133.56,82241.94,12986.05,10413.9,1260.06,1060.04,750.02,370,290
763.5552,79388.54,940.03,31132.3,110,71371.04,1420.07,147652.12,110,38901.12,98245.06,13706.74,11094.43,1580.09,1390.07,590.01,440.01,230
765.0552,79217.64,640.01,32244.65,60,81583.42,1410.07,116468.48,50,43690.78,88882.52,16059.25,13256.33,1590.09,1640.1,730.02,410.01,290
766.5552,81690.79,3740.46,29759.52,170,110872.23,6441.41,104376.41,100,22855.45,61836.88,10744.14,8292.48,1100.04,800.02,270,190,140
768.0552,74282.61,14476.95,2670.24,50,98163.28,13446.13,136543.45,0,1663.36,6201.38,960.03,1040.04,150,280,250,180,160
769.5552,71298.25,16448.98,230,140,101948.65,14687.31,131698.7,10,744.92,1000.04,170,20,0,20,10,0,0
771.0554,73338,100,110,100,860.02,130,100,0,0,0,0,0,0,0,0,0,0
772.5554,71519.29,100,90,90,400.01,90,100,0,0,0,0,0,0,0,0,0,0
774.0554,71529.33,40,110,120,380,70,0,0,0,0,0,0,10,0,0,0,0
775.5554,72343.21,80,140,80,500.01,110,0,0,0,0,0,0,0,0,0,0,0
777.0554,72795.38,20,80,120,600.01,60,0,0,0,0,0,0,0,0,0,0,0
778.5554,74242.41,60,100,60,740.02,50,0,0,0,0,0,0,0,0,0,0,0
780.0554,72905.91,30,160,120,440.01,100,0,0,0,0,0,0,0,0,0,0,0
781.5554,73508.83,40,130,70,440.01,30,0,0,0,0,0,0,0,0,0,0,0
783.0554,72112.1,30,50,170,32936.47,9152.84,151693.74,70,7124.27,16109.31,2970.32,2320.19,430.01,470.01,460.01,190,220
784.5554,74855.43,39130.77,110,100,132750.54,18952.17,310201.13,140,16622.15,54907.95,7652.1,4920.87,770.02,470.01,480.01,320,240
786.0555,89746.41,51297.21,270,130,148619.77,22417.03,239675.49,320,15273.67,36648.12,4660.78,3350.4,550.01,410.01,270,240,170
787.5555,80604.97,40835.29,130,120,116293.45,19032.28,346616.54,170,13904.89,34643,4740.81,3900.55,550.01,410.01,330,180,230
789.0555,77739.98,45097.42,140,150,102492.37,16118.81,231239.41,100,12730.3,58723.46,6781.65,6211.39,910.03,930.03,540.01,290,280
790.5555,100836.2,10663.77,26884.09,60,95747.59,3070.32,129882.33,60,41428.79,105800.06,17400.86,13006.09,1880.13,1310.06,700.02,480.01,400.01
792.0555,80745.72,1090.04,35461.9,140,86390.49,1260.05,131698.7,150,38010.92,95022.84,13956.99,10594.04,1440.08,1250.06,660.02,320,190
793.5556,79539.33,840.02,31182.4,80,76496.46,1180.05,128974.25,150,33284.57,70879.78,12385.5,10433.92,1240.06,1150.05,670.02,420.01,210
795.0556,80092.25,710.02,32986.26,110,86169.21,1150.04,132606.96,100,36926.38,78017.76,13146.2,9813.47,1260.06,1180.05,560.01,360,210
796.5556,78594.39,780.02,31633.35,120,74586.79,1140.04,122921.72,30,34552.96,80029.12,11724.93,10313.83,1430.07,1030.04,660.02,280,280
798.0556,77418.33,780.02,33096.5,80,74747.59,1160.05,140077.1,80,33550.51,85561.84,12095.25,10664.09,1500.08,910.03,550.01,340,220
799.5557,78453.66,800.02,30901.82,110,76275.33,1300.06,120198.9,110,33673.26,91398.71,11955.13,8732.75,1420.07,1020.04,470.01,390.01,220
801.0557,77770.14,920.03,33627.68,110,78667.76,1380.06,145025.66,80,34225.62,83952.09,12775.86,9833.48,1450.08,1110.04,600.01,320,260
802.5557,79147.27,780.02,34910.61,60,81342.1,1240.05,126250.3,70,31106.08,71884.91,10824.2,9092.98,1180.05,1030.04,560.01,350,270
804.0557,79247.8,880.03,28246.59,90,74908.4,1140.04,116770.91,100,32987.95,82543.72,11754.96,8872.83,1250.06,840.03,700.02,400.01,250
805.5557,75749.88,890.03,32144.43,80,72335.69,1150.04,125241.56,110,31566.3,90392.18,12365.49,10153.71,1260.06,1130.05,520.01,480.01,240
807.0557,77126.84,710.02,34339.29,70,71551.91,1140.04,119997.23,100,32036.76,71784.39,11064.39,8722.74,1480.08,1190.05,530.01,330,290
808.5557,78524.03,980.03,32415.01,90,70426.55,1400.07,134120.88,60,35974.91,89385.72,14637.69,11754.97,1500.08,1420.07,600.01,440.01,340
810.0557,80876.42,1010.03,29388.78,130,69863.91,1310.06,127662.64,80,39197.87,105800.06,15148.23,11995.18,1480.08,1360.07,810.02,380.01,400.01
811.5557,78353.14,590.01,33337.03,90,72898.44,2430.2,129478.74,60,38655.54,99050.73,13576.61,10203.75,1650.1,1420.07,590.01,360,240
813.0557,79308.11,9933.27,16609.2,90,138401.77,12625.4,150380.09,60,29326.72,81135.48,13046.11,10303.82,1650.1,1170.05,570.01,490.01,170
814.5558,78946.22,11854.66,18821.81,100,99572.62,12965.7,164331.09,50,14415.61,27627.36,3660.48,2340.2,320,250,240,200,110
816.0558,73468.64,21485.31,120,70,8562.47,1050.04,5200.94,0,30.61,0,40,0,0,0,10,0,0
817.5558,72202.53,70,130,120,820.02,50,0,0,0,0,0,0,0,0,0,0,0
819.0558,72624.55,40,150,120,500.01,60,0,0,0,0,0,0,0,0,0,0,0
820.5558,74001.23,40,160,120,540.01,70,0,0,0,0,0,0,0,0,0,0,0
822.0559,72232.68,80,110,80,540.01,30,0,0,0,0,0,0,0,0,0,0,0
823.5559,72453.73,30,120,60,540.01,80,0,0,0,0,0,0,0,0,0,0,0
825.0559,70574.86,20,140,80,540.01,130,0,0,0,0,0,0,0,0,0,0,0
826.5559,71971.43,70,90,140,640.01,70,0,0,0,0,0,0,0,0,0,0,20
828.056,75357.93,20293.66,140,80,89911.29,12215.06,171008.07,90,5623.58,13106.16,2160.17,2240.18,420.01,460.01,430.01,180,150
829.556,73297.8,32434.89,130,140,113088.85,14717.34,203627.71,140,9799.36,23419.66,4250.65,3360.41,680.02,470.01,420.01,310,230
831.056,91114.59,37997.87,130,90,171463.92,24770.79,333103.6,180,22477.28,48584.54,6101.34,4210.64,570.01,360,400.01,200,120
832.556,73971.08,34589.67,180,130,101888.24,14206.84,196124.78,150,11800.91,27527.16,4010.58,2600.24,360,340,240,210,170
834.056,75820.24,41547.23,6101.24,70,110066.27,12445.25,190348.14,120,25298.44,71884.91,11254.55,8942.88,1390.07,1440.08,720.02,460.01,310
835.556,86789.17,1030.04,33206.75,70,83453.77,1560.08,139269.34,140,39944.88,92505.98,14417.46,11154.48,1490.08,1350.07,790.02,390.01,250
837.056,78704.96,890.03,31984.09,70,68618.12,1460.07,122316.6,110,31883.34,89587.01,12275.41,9633.34,1610.09,1070.04,520.01,260,230
838.556,79036.7,840.02,34840.45,140,70044.75,1270.05,161499.37,40,32548.14,73191.68,13416.46,10293.81,1230.05,920.03,480.01,260,240
840.056,79720.29,650.01,33076.46,110,70064.85,1250.05,130487.76,80,33468.68,97842.24,12535.64,10734.15,1350.07,980.03,620.01,370,200
841.5562,80293.31,900.03,33818.11,100,75290.33,1260.05,137250.11,100,31136.76,80029.12,12365.49,9983.59,1330.06,1080.04,570.01,300,210
843.0562,79690.13,670.01,32785.82,80,70848.56,1100.04,132304.2,40,36967.3,90794.79,12255.39,10433.92,1160.05,990.04,680.02,330,250
844.5562,77086.63,760.02,32024.17,120,67573.35,1260.05,131295.05,60,35514.55,86869.89,12525.63,9643.35,1310.06,1270.06,510.01,430.01,220
846.0562,78936.17,970.03,30180.36,150,79974.71,1370.06,125039.81,90,33397.08,92304.66,11925.1,9413.19,1340.06,1120.05,650.02,300,270
847.5562,79358.38,800.02,32845.95,80,76677.39,1270.05,135533.99,130,31106.08,80129.69,10964.31,9153.02,1160.05,1190.05,680.02,230,150
849.0562,78795.44,820.02,30851.72,120,79029.67,1170.05,131395.96,50,30983.36,75604.51,11794.99,9092.98,1260.06,890.03,530.01,200,250
850.5562,79720.29,1100.04,31392.84,80,72315.6,1260.05,113444.52,60,30134.56,84656.33,10564,8622.68,1190.05,1120.05,520.01,310,410.01
852.0562,78282.78,770.02,31633.35,90,81744.3,1330.06,116670.1,80,37724.43,91398.71,15818.98,11905.1,1510.08,1300.06,900.03,420.01,240
853.5562,78976.39,760.02,30791.6,100,65925.97,1290.06,125140.68,100,38409.97,85260,14757.81,11754.97,1490.08,1410.07,760.02,520.01,490.01
855.0562,81037.28,580.01,30200.4,160,71793.07,1220.05,140380.03,90,36916.14,84153.3,14807.87,10654.09,1700.1,1030.04,730.02,510.01,310
856.5563,79217.64,3790.48,28296.68,150,67432.71,1110.04,123123.43,20,41132,99655.02,13546.58,9773.44,1010.04,830.02,490.01,270,130
858.0563,77066.53,9983.31,14166.69,140,109905.09,7922.13,146237.82,40,26658.11,69573.22,9873.5,6961.74,1030.04,890.03,690.02,360,360
859.5563,79308.11,7221.73,24479.98,70,81563.31,2980.3,127965.31,30,39361.59,94016.04,14157.19,12205.36,1100.04,350,20,0,10
861.0563,71308.29,120,260,60,720.02,300,100,0,102.04,400.01,10,30,0,0,0,0,0
862.5563,72544.17,40,90,90,320,50,0,0,0,0,0,0,0,0,0,0,0
864.0564,74011.28,50,150,90,540.01,80,0,0,0,0,0,0,0,0,0,0,0
865.5564,73046.59,50,90,80,440.01,100,0,0,0,0,10,0,0,0,0,0,0
867.0564,72805.42,50,130,80,440.01,20,0,0,0,0,0,0,0,0,0,0,0
868.5564,74011.28,110,100,90,500.01,90,100,0,0,0,0,0,0,0,0,0,0
870.0565,72383.4,50,170,90,400.01,70,0,0,0,0,0,0,0,0,0,0,0
871.5565,75056.43,50,130,100,420.01,60,0,0,0,0,0,0,0,0,0,0,0
873.0565,72162.34,60,90,70,440.01,110,0,0,193.88,2100.16,610.01,910.03,280,210,330,300,210
874.5565,71891.05,31122.12,150,130,105593.98,14967.59,166657.57,230,7256.99,36046.56,10013.6,4280.66,5010.91,600.01,530.01,310,260
876.0565,113777.86,34559.61,110,80,162564.69,21375.48,163623.11,140,16397.39,47882.11,4690.79,3820.53,550.01,430.01,320,270,190
877.5565,73227.46,43071.5,100,70,94499.64,13756.41,213772.98,170,10534.59,24721.91,3740.5,2970.32,340,350,170,180,110
879.0565,75357.93,31703.33,180,30,84238.18,12995.72,183155.89,90,9166.28,20214.65,2800.28,2400.21,460.01,310,230,250,180
880.5565,75940.84,30921.71,2960.29,70,133053.23,17620.52,243742.83,80,24419.32,56614.76,9923.53,9493.24,1250.06,1060.04,660.02,410.01,340
882.0565,80011.82,990.03,32234.63,90,79029.67,1220.05,137149.16,20,35187.19,78118.32,14387.43,9753.42,1100.04,1150.05,620.01,370,270
883.5565,78946.22,1030.04,30751.52,120,73501.4,1560.08,130386.86,70,32497,77716.08,12505.61,9563.29,1380.07,1140.05,760.02,360,240
885.0566,79016.59,780.02,30981.99,170,73039.12,1270.05,116871.73,30,31146.99,75705.06,12355.48,8982.91,1450.08,1120.05,670.02,340,250
886.5566,79760.5,730.02,31984.09,90,72596.97,1330.06,125039.81,80,31095.85,78721.7,13096.15,10493.96,1430.07,990.04,470.01,280,230
888.0566,80675.35,620.01,33296.94,110,72617.06,1480.07,136543.45,70,30553.84,76710.54,12245.38,9183.04,1090.04,1040.04,500.01,280,330
889.5566,79770.55,730.02,28206.52,60,76757.81,990.03,124535.48,130,33959.67,72085.95,11855.04,9883.52,1160.05,960.03,650.02,350,250
891.0566,79448.86,950.03,30511.02,100,70587.32,1470.07,117779.06,110,33110.69,84354.51,11935.11,10253.79,1230.05,1160.05,570.01,370,210
892.5567,79740.39,740.02,30350.7,60,68899.42,1270.05,129579.63,50,31044.72,76609.98,11825.02,10053.64,1340.06,1050.04,590.01,280,220
894.0567,79499.12,1420.07,28837.72,100,76074.3,1180.05,121711.51,60,32865.21,71080.8,10974.32,8412.55,1270.06,980.03,540.01,260,160
895.5567,80956.85,830.02,33146.61,90,68015.36,990.03,133414.36,80,31729.93,78520.57,10734.13,8002.31,1080.04,1170.05,420.01,300,230
897.0567,79448.86,940.03,29238.49,120,77481.55,1200.05,123022.57,60,31883.34,77816.64,13396.44,10333.85,1670.1,1200.05,680.02,400.01,200
898.5568,81348.95,820.02,30661.33,70,66649.19,1240.05,121005.62,60,38174.63,91499.37,14677.73,11114.45,1480.08,1290.06,580.01,430.01,240
900.0568,81932.1,630.01,28487.05,160,67934.99,1220.05,132203.29,40,37161.69,105397.02,15698.84,12906,1400.07,1080.04,600.01,350,190
901.5568,79850.97,530.01,32886.04,140,71471.53,850.02,129478.74,20,43342.76,101870.95,15458.57,12375.51,1530.08,1140.05,570.01,540.01,170
903.0568,79056.8,6641.46,23217.97,140,88865.02,5661.09,128066.2,10,27107.95,81738.99,11384.65,9153.02,1490.08,1270.06,820.02,500.01,280
904.5568,79750.44,2140.15,32665.56,110,78888.92,1290.06,141793.75,60,43189.22,105195.51,16579.86,13176.25,1680.1,1120.05,670.02,460.01,230
906.0569,78916.07,710.02,27224.7,100,67372.44,1230.05,96018.64,60,7696,8702.72,1000.04,300,40,0,0,0,0
907.5569,72071.91,70,240,90,680.02,40,1000.03,0,20.41,0,0,0,0,0,0,0,0
909.0569,75207.18,90,160,60,480.01,70,0,0,10.2,0,0,0,0,0,0,0,0
910.5569,73498.78,40,100,130,460.01,110,0,0,0,0,0,0,0,0,0,0,0
912.0569,74986.08,60,190,110,520.01,60,0,0,0,0,0,0,0,0,0,0,0
913.5569,73689.71,60,90,100,500.01,90,0,0,0,0,0,0,0,0,0,0,0
915.0569,75689.58,80,90,150,480.01,100,0,0,0,0,0,0,0,0,0,0,0
916.5569,74624.29,100,160,120,600.01,40,0,0,173.47,0,0,0,0,0,0,0,0
918.0569,72323.11,40,140,120,420.01,100,0,0,0,0,0,0,0,0,0,0,0
919.5569,74322.81,40,170,70,500.01,120,0,0,0,0,0,160,50,80,80,130,110
921.057,75920.74,29488.84,110,500.01,116716.75,16709.46,198152.23,310,6011.5,13906.94,2020.15,1340.06,290,210,220,110,70
922.557,75187.07,26162.7,180,100,120910.09,20784.64,221589.65,200,11892.83,32638.17,3480.43,2920.31,330,410.01,320,140,140
924.057,77177.09,44876.76,260,80,137130.06,25822.59,327886.04,640.01,15314.53,28729.58,4750.81,3200.37,410.01,330,330,240,120
925.557,78212.42,45257.9,480.01,120,124176.87,19943.48,270513.9,360,10565.23,27326.76,3390.41,2640.25,590.01,270,370,160,180
927.0571,77518.85,32725.52,1380.06,160,134445.68,13316.01,153613.92,70,24286.43,74498.58,11294.58,9903.53,1090.04,1070.04,900.03,380.01,240
928.5571,81811.44,1630.09,33056.41,60,75611.95,1060.04,149874.87,100,33888.06,91902.01,10954.31,9623.33,1430.07,1310.06,630.01,430.01,270
930.0571,82263.9,1060.04,31493.05,100,72998.93,1690.1,114855.62,90,33785.77,80330.84,12325.45,9453.22,1290.06,1120.05,620.01,330,320
931.5571,79951.51,770.02,31623.33,90,75632.05,1260.05,124838.08,150,34808.69,88882.52,12195.34,9763.43,1450.08,1250.06,720.02,360,240
933.0571,78936.17,660.01,31142.32,90,75069.21,960.03,120198.9,100,32016.3,76609.98,11975.15,9253.08,1250.06,1220.05,520.01,370,210
934.5572,80182.73,840.02,30070.13,150,68899.42,1180.05,139673.21,90,31965.16,90090.24,11995.16,9353.15,1270.06,1060.04,610.01,300,260
936.0572,81248.41,940.03,32946.17,80,75149.61,1200.05,125241.56,130,34747.32,80230.26,12635.73,8642.69,1240.06,1000.04,600.01,360,160
937.5572,80243.05,990.03,27845.84,110,67271.98,1200.05,111025.8,60,33765.31,76710.54,11774.98,8592.66,1020.04,920.03,390.01,380.01,120
939.0572,79810.76,1500.07,32805.86,120,66890.27,1120.04,130084.15,80,29122.21,74699.65,10934.29,9363.16,1160.05,910.03,570.01,380.01,130
940.5573,78051.59,800.02,29829.66,80,74124.48,1380.06,104275.69,80,32854.98,75906.15,12155.3,8812.8,1070.04,880.03,610.01,380.01,340
942.0573,79107.06,650.01,27665.51,110,68176.09,1230.05,130084.15,80,34205.16,75604.51,13126.18,10003.6,1340.06,1110.04,790.02,400.01,330
943.5573,79288.01,780.02,31152.34,110,71813.17,1080.04,116065.25,60,37673.27,96130.39,14577.62,11004.36,1560.09,1220.05,720.02,540.01,230
945.0573,82123.13,1110.04,30210.41,150,70908.84,1230.05,126048.54,70,40354.22,96331.77,13946.98,12085.26,1760.11,1460.08,570.01,460.01,240
946.5573,81389.17,670.01,27936.01,140,67553.26,1100.04,105484.43,50,36414.83,89989.6,14517.56,10513.98,1440.08,1090.04,800.02,310,150
948.0573,78433.56,490.01,31172.38,70,75471.23,810.02,133313.43,10,40507.72,99453.58,13316.36,11925.12,2060.15,1510.08,740.02,610.01,230
949.5573,83571.05,800.02,35552.12,100,84459.43,1240.05,123930.3,60,45277.46,97238.03,14147.18,11744.97,1380.07,1290.06,810.02,370,330
951.0573,79086.96,700.02,30581.17,150,74245.08,1020.04,132606.96,60,37877.9,85360.61,15158.24,12135.3,1540.09,1440.08,700.02,540.01,260
952.5573,80715.56,990.03,30020.03,120,54740.68,430.01,31835.11,10,2714.55,3200.37,410.01,120,20,20,0,0,0
954.0573,74805.18,60,130,130,400.01,80,100,0,40.82,0,0,20,0,0,0,0,0
955.5574,71870.96,160,90,60,340,60,0,0,0,0,0,0,0,0,0,0,0
957.0574,74945.88,40,110,70,500.01,70,0,0,0,0,0,0,0,0,0,0,0
958.5574,73106.88,40,90,100,260,70,100,0,0,0,0,0,0,0,0,0,0
960.0574,75297.63,30,50,100,280,70,0,0,0,0,0,0,0,0,0,0,0
961.5574,74001.23,90,110,60,320,60,0,0,0,0,0,0,0,0,0,0,0
963.0575,73750,60,160,90,680.02,40,0,0,0,0,0,0,0,0,0,0,0
964.5575,73991.18,60,110,80,420.01,80,0,0,0,0,0,0,0,0,0,0,0
966.0575,75840.34,590.01,170,10143.44,5781.12,100,300,0,10.2,100,40,0,0,0,10,0,0
967.5575,76403.17,440.01,70,10944,1820.11,250,2000.14,90,71.43,100,30,30,0,0,10,0,30
969.0576,75327.78,12335.05,90,7451.86,53255.29,7762.04,48381.03,610.01,4480.31,9203.04,1350.07,1040.04,220,110,160,120,150
970.5576,85461.62,39782.47,530.01,2040.14,131741.62,27465.56,233983.14,980.03,9452.18,23219.33,3370.41,2490.22,520.01,430.01,310,210,130
972.0576,82153.3,31472.85,2420.2,140,112705.96,13966.61,259718.1,130,29152.89,64549.13,11905.09,11774.99,1280.06,1190.05,870.03,430.01,280
973.5576,80936.74,2620.23,36795.11,200,82247.07,1310.06,150683.23,70,38542.98,88278.7,13506.55,10413.9,1400.07,1260.06,630.01,420.01,250
975.0576,81901.93,910.03,33286.92,120,73481.3,1160.05,126552.92,130,33028.86,71784.39,11694.91,10333.85,1460.08,1140.05,490.01,370,160
976.5577,80775.88,980.03,32705.64,90,74405.88,1340.06,123224.28,160,32282.22,88882.52,11554.79,10463.94,1390.07,1140.05,610.01,420.01,270
978.0577,80956.85,570.01,27795.75,150,77019.15,1360.06,138057.77,70,32803.84,86769.26,12745.83,9413.19,1380.07,1100.04,540.01,350,200
979.5577,82826.96,730.02,30551.11,200,73923.49,1120.04,125342.42,120,31259.48,74699.65,11324.6,8912.86,1160.05,1140.05,580.01,360,240
981.0577,81389.17,870.03,31944.01,60,75732.56,990.03,130790.49,110,32844.75,80532,12635.73,9693.38,1260.06,1110.04,490.01,410.01,220
982.5577,81429.38,710.02,31022.07,110,71250.47,1180.05,132707.89,120,32793.61,86266.16,12785.87,10053.64,1370.07,1090.04,620.01,400.01,340
984.0577,79127.17,590.01,30400.8,80,75451.14,1120.04,118484.8,70,30451.58,80129.69,10824.2,9533.27,1350.07,1040.04,640.01,330,200
985.5577,79217.64,860.02,31753.6,130,74365.68,1150.04,126351.16,120,31740.16,78319.45,10804.19,9253.08,1190.05,1070.04,640.01,250,220
987.0577,82545.43,1010.03,31643.37,160,75672.25,1300.06,138865.47,60,38686.24,80129.69,14027.06,11084.42,1590.09,1300.06,770.02,400.01,360
988.5577,81489.71,690.02,29238.49,100,59478.84,1240.05,136038.71,80,36159.06,97540.13,14147.18,9953.57,1480.08,1360.07,720.02,460.01,290
990.0577,81359.01,640.01,28998.02,110,68879.33,1220.05,111932.77,100,37785.81,108520.86,14117.15,12145.31,1850.12,1320.06,650.02,430.01,210
